drug_id,disease_id,drug_encoded,disease_encoded,label
DB00586,MESH:D010146,388,632,1
DB00586,MESH:D010493,388,654,1
DB00586,MESH:D020795,388,1059,1
DB00586,MESH:D010149,388,633,1
DB00586,MESH:D004412,388,311,1
DB00586,MESH:D001172,388,137,1
DB00586,MESH:D003139,388,241,1
DB00588,MESH:D065631,389,1178,1
DB00588,MESH:D001249,389,142,1
DB00588,MESH:D012852,389,766,1
DB00588,MESH:D029481,389,1074,1
DB00588,MESH:D029424,389,1073,1
DB00588,MESH:D004646,389,317,1
DB00588,MESH:D012221,389,731,1
DB00588,MESH:D012220,389,730,1
DB00588,MESH:D006255,389,392,1
DB00588,MESH:D003872,389,280,1
DB00590,MESH:D011470,390,688,1
DB00590,MESH:D006973,390,451,1
DB00590,MESH:D014514,390,851,1
DB00591,MESH:D003876,391,283,1
DB00591,MESH:D012871,391,768,1
DB00591,MESH:D008269,391,536,1
DB00591,MESH:D011565,391,697,1
DB00591,MESH:D014605,391,862,1
DB00593,MESH:D004832,392,337,1
DB00594,MESH:D001201,393,139,1
DB00594,MESH:C563477,393,50,1
DB00594,MESH:D006333,393,397,1
DB00594,MESH:D006973,393,451,1
DB00594,MESH:D007008,393,458,1
DB00594,MESH:D000471,393,100,1
DB00594,MESH:D011141,393,677,1
DB00596,MESH:D011537,394,693,1
DB00596,MESH:D003872,394,280,1
DB00598,MESH:D060050,395,1159,1
DB00598,MESH:D006973,395,451,1
DB00598,MESH:C031967,395,7,1
DB00598,MESH:D010673,395,661,1
DB00598,MESH:D013345,395,793,1
DB00601,MESH:D001424,396,151,1
DB00601,MESH:D011014,396,668,1
DB00601,MESH:D000077,396,73,1
DB00601,MESH:D017192,396,968,1
DB00602,MESH:D012393,397,736,1
DB00602,MESH:D001196,397,138,1
DB00602,MESH:D007815,397,498,1
DB00602,MESH:D058429,397,1147,1
DB00602,MESH:D005368,397,362,1
DB00602,MESH:D008368,397,541,1
DB00602,MESH:D009814,397,611,1
DB00602,MESH:D009855,397,613,1
DB00602,MESH:D010374,397,647,1
DB00602,MESH:D012532,397,747,1
DB00602,MESH:D014257,397,841,1
DB00603,MESH:D008796,398,560,1
DB00603,MESH:D000568,398,107,1
DB00603,MESH:D004714,398,324,1
DB00603,MESH:D004715,398,325,1
DB00603,MESH:D010146,398,632,1
DB00603,MESH:D015663,398,921,1
DB00603,MESH:D011247,398,682,1
DB00605,MESH:D013167,399,777,1
DB00605,MESH:D003111,399,239,1
DB00605,MESH:D015210,399,895,1
DB00605,MESH:D010003,399,622,1
DB00605,MESH:D001172,399,137,1
DB00605,MESH:D054850,399,1124,1
DB00607,MESH:D001424,400,151,1
DB00608,MESH:D008179,401,526,1
DB00608,MESH:D008288,401,538,1
DB00608,MESH:C566780,401,56,1
DB00608,MESH:D017119,401,965,1
DB00608,MESH:D001172,401,137,1
DB00608,MESH:D012507,401,741,1
DB00609,MESH:D014376,402,844,1
DB00611,MESH:D010146,403,632,1
DB00612,MESH:D001281,404,145,1
DB00612,MESH:D064646,404,1172,1
DB00612,MESH:D060050,404,1159,1
DB00612,MESH:D006333,404,397,1
DB00612,MESH:D006973,404,451,1
DB00612,MESH:D011225,404,680,1
DB00612,MESH:D018879,404,1005,1
DB00612,MESH:C036843,404,8,1
DB00615,MESH:D016481,405,938,1
DB00615,MESH:D015270,405,900,1
DB00615,MESH:D014376,405,844,1
DB00615,MESH:D055985,405,1136,1
DB00618,MESH:D000196,406,86,1
DB00618,MESH:D000881,406,128,1
DB00618,MESH:D001474,406,155,1
DB00618,MESH:D002006,406,182,1
DB00618,MESH:D002690,406,219,1
DB00618,MESH:D002771,406,223,1
DB00618,MESH:D003015,406,233,1
DB00618,MESH:D003235,406,246,1
DB00618,MESH:D016905,406,956,1
DB00618,MESH:D002169,406,192,1
DB00618,MESH:D008088,406,518,1
DB00618,MESH:D005892,406,379,1
DB00618,MESH:D010930,406,665,1
DB00618,MESH:D009956,406,619,1
DB00618,MESH:D012061,406,720,1
DB00618,MESH:D012141,406,724,1
DB00618,MESH:D012282,406,734,1
DB00618,MESH:D012749,406,756,1
DB00618,MESH:D013207,406,781,1
DB00618,MESH:D007177,406,471,1
DB00618,MESH:D014406,406,848,1
DB00618,MESH:D014552,406,856,1
DB00618,MESH:D015001,406,889,1
DB00619,MESH:D002817,407,224,1
DB00619,MESH:C580364,407,62,1
DB00619,MESH:D015464,407,907,1
DB00619,MESH:D018222,407,986,1
DB00619,MESH:D017681,407,978,1
DB00619,MESH:D009190,407,579,1
DB00619,MESH:D009196,407,580,1
DB00619,MESH:D018223,407,987,1
DB00619,MESH:D015465,407,908,1
DB00619,MESH:D034721,407,1080,1
DB00620,MESH:D000152,408,84,1
DB00620,MESH:D015210,408,895,1
DB00620,MESH:D065631,408,1178,1
DB00620,MESH:D000506,408,102,1
DB00620,MESH:D013167,408,777,1
DB00620,MESH:D001249,408,142,1
DB00620,MESH:D003876,408,283,1
DB00620,MESH:D000744,408,114,1
DB00620,MESH:D001607,408,159,1
DB00620,MESH:D003874,408,282,1
DB00620,MESH:D002179,408,195,1
DB00620,MESH:D002647,408,218,1
DB00620,MESH:D000312,408,94,1
DB00620,MESH:D005199,408,355,1
DB00620,MESH:D003424,408,257,1
DB00620,MESH:D003877,408,284,1
DB00620,MESH:D003882,408,286,1
DB00620,MESH:D008179,408,526,1
DB00620,MESH:D001929,408,177,1
DB00620,MESH:D013716,408,805,1
DB00620,MESH:D009877,408,614,1
DB00620,MESH:D006391,408,400,1
DB00620,MESH:D006934,408,436,1
DB00620,MESH:D013280,408,786,1
DB00620,MESH:D001171,408,136,1
DB00620,MESH:D007627,408,485,1
DB00620,MESH:D007938,408,511,1
DB00620,MESH:D008010,408,514,1
DB00620,MESH:D009450,408,602,1
DB00620,MESH:D008223,408,531,1
DB00620,MESH:D009182,408,578,1
DB00620,MESH:D009335,408,591,1
DB00620,MESH:D009879,408,616,1
DB00620,MESH:D010392,408,649,1
DB00620,MESH:D010493,408,654,1
DB00620,MESH:D017285,408,970,1
DB00620,MESH:C400741,408,14,1
DB00620,MESH:D000224,408,88,1
DB00620,MESH:D011507,408,691,1
DB00620,MESH:D015535,408,916,1
DB00620,MESH:D010267,408,642,1
DB00620,MESH:D012010,408,719,1
DB00620,MESH:D001172,408,137,1
DB00620,MESH:D013921,408,813,1
DB00620,MESH:D012713,408,755,1
DB00620,MESH:D003872,408,280,1
DB00620,MESH:D013585,408,798,1
DB00620,MESH:D008180,408,527,1
DB00620,MESH:D013700,408,804,1
DB00620,MESH:D065227,408,1175,1
DB00620,MESH:D014235,408,839,1
DB00620,MESH:D014376,408,844,1
DB00620,MESH:D003093,408,237,1
DB00620,MESH:D014605,408,862,1
DB00620,MESH:D045888,408,1086,1
DB00620,MESH:D003873,408,281,1
DB00620,MESH:D016460,408,936,1
DB00620,MESH:C535590,408,22,1
DB00620,MESH:D013968,408,822,1
DB00620,MESH:D004892,408,341,1
DB00621,MESH:C073469,409,10,1
DB00621,MESH:D010146,409,632,1
DB00622,MESH:D060050,410,1159,1
DB00622,MESH:D006973,410,451,1
DB00622,MESH:D008881,410,561,1
DB00623,MESH:D002819,411,225,1
DB00623,MESH:D005879,411,377,1
DB00623,MESH:D011618,411,700,1
DB00624,MESH:D007006,412,457,1
DB00624,MESH:D011628,412,701,1
DB00625,MESH:D015658,413,920,1
DB00626,MESH:D004653,414,318,1
DB00626,MESH:D015817,414,926,1
DB00626,MESH:D007239,414,472,1
DB00626,MESH:D011014,414,668,1
DB00626,MESH:D002056,414,185,1
DB00626,MESH:D001528,414,157,1
DB00627,MESH:D050197,415,1097,1
DB00627,MESH:D006954,415,445,1
DB00627,MESH:D009203,415,582,1
DB00627,MESH:D010383,415,648,1
DB00627,MESH:D001361,415,148,1
DB00627,MESH:D006950,415,442,1
DB00628,MESH:D000430,416,98,1
DB00628,MESH:D000073,416,71,1
DB00628,MESH:D012640,416,754,1
DB00628,MESH:D001007,416,131,1
DB00630,MESH:D010013,417,623,1
DB00630,MESH:D010024,417,627,1
DB00630,MESH:D010001,417,621,1
DB00632,MESH:D006560,418,419,1
DB00633,MESH:D002707,419,221,1
DB00633,MESH:D000073,419,71,1
DB00634,MESH:D000152,420,84,1
DB00634,MESH:D003231,420,243,1
DB00634,MESH:D014141,420,835,1
DB00634,MESH:D015821,420,928,1
DB00635,MESH:D000152,421,84,1
DB00635,MESH:D029424,421,1073,1
DB00635,MESH:D015210,421,895,1
DB00635,MESH:D054198,421,1116,1
DB00635,MESH:D065631,421,1178,1
DB00635,MESH:D003320,421,251,1
DB00635,MESH:D013167,421,777,1
DB00635,MESH:D001229,421,141,1
DB00635,MESH:D011015,421,669,1
DB00635,MESH:D001249,421,142,1
DB00635,MESH:D003876,421,283,1
DB00635,MESH:D020330,421,1049,1
DB00635,MESH:D001607,421,159,1
DB00635,MESH:D003874,421,282,1
DB00635,MESH:D002825,421,227,1
DB00635,MESH:D000312,421,94,1
DB00635,MESH:D005199,421,355,1
DB00635,MESH:D007634,421,486,1
DB00635,MESH:D003424,421,257,1
DB00635,MESH:D003873,421,281,1
DB00635,MESH:D003877,421,284,1
DB00635,MESH:D003882,421,286,1
DB00635,MESH:D014391,421,846,1
DB00635,MESH:D063926,421,1168,1
DB00635,MESH:D001929,421,177,1
DB00635,MESH:D013716,421,805,1
DB00635,MESH:D012010,421,719,1
DB00635,MESH:D009877,421,614,1
DB00635,MESH:D013700,421,804,1
DB00635,MESH:D019693,421,1021,1
DB00635,MESH:D000542,421,103,1
DB00635,MESH:D016553,421,941,1
DB00635,MESH:D015863,421,929,1
DB00635,MESH:D007500,421,482,1
DB00635,MESH:D007938,421,511,1
DB00635,MESH:D011657,421,706,1
DB00635,MESH:D008223,421,531,1
DB00635,MESH:D009182,421,578,1
DB00635,MESH:D009879,421,616,1
DB00635,MESH:D009902,421,617,1
DB00635,MESH:D010392,421,649,1
DB00635,MESH:D010493,421,654,1
DB00635,MESH:D011020,421,670,1
DB00635,MESH:D011111,421,676,1
DB00635,MESH:D000224,421,88,1
DB00635,MESH:D011507,421,691,1
DB00635,MESH:D015535,421,916,1
DB00635,MESH:D011658,421,707,1
DB00635,MESH:D011081,421,672,1
DB00635,MESH:D012214,421,729,1
DB00635,MESH:D001172,421,137,1
DB00635,MESH:D001171,421,136,1
DB00635,MESH:D013921,421,813,1
DB00635,MESH:D012713,421,755,1
DB00635,MESH:D012859,421,767,1
DB00635,MESH:D013262,421,783,1
DB00635,MESH:D008180,421,527,1
DB00635,MESH:D013625,421,803,1
DB00635,MESH:D049970,421,1095,1
DB00635,MESH:D013966,421,821,1
DB00635,MESH:D013971,421,823,1
DB00635,MESH:D014235,421,839,1
DB00635,MESH:D014390,421,845,1
DB00635,MESH:D003093,421,237,1
DB00635,MESH:D014605,421,862,1
DB00635,MESH:D014657,421,867,1
DB00635,MESH:D000743,421,113,1
DB00635,MESH:D018549,421,995,1
DB00635,MESH:C535590,421,22,1
DB00635,MESH:D013968,421,822,1
DB00635,MESH:D006563,421,422,1
DB00639,MESH:D002181,422,197,1
DB00640,MESH:D013617,423,801,1
DB00640,MESH:D000081,423,78,1
DB00640,MESH:C541252,423,47,1
DB00641,MESH:D064646,424,1172,1
DB00641,MESH:D003920,424,288,1
DB00641,MESH:D006938,424,438,1
DB00641,MESH:D006937,424,437,1
DB00641,MESH:D006950,424,442,1
DB00642,MESH:D008654,425,558,1
DB00642,MESH:D010051,425,630,1
DB00642,MESH:D054363,425,1119,1
DB00643,MESH:D006725,426,429,1
DB00643,MESH:C538433,426,45,1
DB00643,MESH:D001196,426,138,1
DB00643,MESH:D017189,426,967,1
DB00643,MESH:D017229,426,969,1
DB00643,MESH:D005368,426,362,1
DB00643,MESH:D005873,426,375,1
DB00643,MESH:D007815,426,498,1
DB00643,MESH:D013322,426,791,1
DB00643,MESH:D013622,426,802,1
DB00643,MESH:D014120,426,833,1
DB00643,MESH:D014257,426,841,1
DB00645,MESH:D003371,427,255,1
DB00645,MESH:D019226,427,1014,1
DB00645,MESH:D010612,427,659,1
DB00646,MESH:D002179,428,195,1
DB00646,MESH:D058365,428,1145,1
DB00646,MESH:D002180,428,196,1
DB00646,MESH:D011538,428,694,1
DB00646,MESH:D011539,428,695,1
DB00646,MESH:D002181,428,197,1
DB00647,MESH:D010146,429,632,1
DB00648,MESH:D003480,430,262,1
DB00649,MESH:D015658,431,920,1
DB00650,MESH:D001749,432,166,1
DB00650,MESH:D005494,432,365,1
DB00653,MESH:D003248,433,248,1
DB00653,MESH:D012640,433,754,1
DB00653,MESH:D016171,433,933,1
DB00654,MESH:D009798,434,610,1
DB00654,MESH:D010211,434,637,1
DB00656,MESH:D000437,435,99,1
DB00656,MESH:D000544,435,104,1
DB00656,MESH:D001007,435,131,1
DB00656,MESH:D003704,435,272,1
DB00656,MESH:D005356,435,361,1
DB00656,MESH:D007319,435,478,1
DB00656,MESH:D003865,435,277,1
DB00656,MESH:D012559,435,750,1
DB00657,MESH:C036843,436,8,1
DB00658,MESH:D054559,437,1123,1
DB00659,MESH:D000437,438,99,1
DB00660,MESH:D010146,439,632,1
DB00661,MESH:D060050,440,1159,1
DB00661,MESH:D003027,440,234,1
DB00661,MESH:D006339,440,398,1
DB00661,MESH:D006973,440,451,1
DB00661,MESH:D013617,440,801,1
DB00661,MESH:D000789,440,121,1
DB00661,MESH:D000788,440,120,1
DB00662,MESH:D009325,441,590,1
DB00662,MESH:D020250,441,1036,1
DB00663,MESH:D012871,442,768,1
DB00663,MESH:D010032,442,628,1
DB00666,MESH:D011629,443,702,1
DB00666,MESH:D004715,443,325,1
DB00668,MESH:D000707,444,111,1
DB00668,MESH:D000799,444,123,1
DB00668,MESH:D006470,444,405,1
DB00668,MESH:D001986,444,180,1
DB00668,MESH:C535758,444,26,1
DB00668,MESH:D007022,444,465,1
DB00668,MESH:D003440,444,258,1
DB00668,MESH:D005902,444,380,1
DB00668,MESH:D013575,444,797,1
DB00668,MESH:D014581,444,858,1
DB00668,MESH:D014590,444,860,1
DB00668,MESH:D014693,444,869,1
DB00668,MESH:D063926,444,1168,1
DB00669,MESH:D008881,445,561,1
DB00671,MESH:D012852,446,766,1
DB00671,MESH:D011014,446,668,1
DB00671,MESH:D008193,446,529,1
DB00671,MESH:D012480,446,740,1
DB00671,MESH:D014435,446,849,1
DB00671,MESH:D004405,446,310,1
DB00672,MESH:D003919,447,287,1
DB00672,MESH:D003924,447,290,1
DB00673,MESH:D020250,448,1036,1
DB00674,MESH:D000544,449,104,1
DB00674,MESH:D003704,449,272,1
DB00674,MESH:D020961,449,1066,1
DB00675,MESH:D001943,450,179,1
DB00675,MESH:D018222,450,986,1
DB00675,MESH:D016889,450,954,1
DB00675,MESH:D006177,450,391,1
DB00675,MESH:D010051,450,630,1
DB00675,MESH:D011629,450,702,1
DB00678,MESH:D003928,451,291,1
DB00678,MESH:D006333,451,397,1
DB00678,MESH:D006973,451,451,1
DB00678,MESH:D008382,451,542,1
DB00678,MESH:D020521,451,1053,1
DB00679,MESH:D011618,452,700,1
DB00679,MESH:D012559,452,750,1
DB00681,MESH:D003047,453,235,1
DB00681,MESH:D006660,453,426,1
DB00681,MESH:D009181,453,577,1
DB00681,MESH:D000072,453,70,1
DB00681,MESH:D007896,453,504,1
DB00681,MESH:D016919,453,957,1
DB00681,MESH:D016921,453,959,1
DB00681,MESH:D007897,453,505,1
DB00681,MESH:C000656,453,5,1
DB00681,MESH:D007898,453,506,1
DB00682,MESH:D009203,454,582,1
DB00682,MESH:D011655,454,704,1
DB00682,MESH:D020521,454,1053,1
DB00682,MESH:D019320,454,1017,1
DB00682,MESH:D013923,454,815,1
DB00682,MESH:D020246,454,1035,1
DB00682,MESH:D002546,454,209,1
DB00683,MESH:D012640,455,754,1
DB00683,MESH:D013226,455,782,1
DB00684,MESH:D059413,456,1156,1
DB00684,MESH:D016920,456,958,1
DB00684,MESH:D017192,456,968,1
DB00684,MESH:D015818,456,927,1
DB00685,MESH:D011014,457,668,1
DB00685,MESH:D059413,457,1156,1
DB00685,MESH:D000077,457,73,1
DB00685,MESH:D034161,457,1078,1
DB00686,MESH:D018856,458,1004,1
DB00687,MESH:D000224,459,88,1
DB00690,MESH:D007319,460,478,1
DB00691,MESH:D006973,461,451,1
DB00692,MESH:C031967,462,7,1
DB00692,MESH:D010673,462,661,1
DB00693,MESH:D011020,463,670,1
DB00694,MESH:D054198,464,1116,1
DB00694,MESH:D004915,464,343,1
DB00694,MESH:D007948,464,513,1
DB00694,MESH:D015470,464,910,1
DB00695,MESH:D004487,465,315,1
DB00695,MESH:D006973,465,451,1
DB00696,MESH:D003027,466,234,1
DB00696,MESH:D008881,466,561,1
DB00696,MESH:D014653,466,866,1
DB00697,MESH:D017116,467,963,1
DB00697,MESH:D051271,467,1099,1
DB00697,MESH:D007319,467,478,1
DB00697,MESH:D008881,467,561,1
DB00697,MESH:D012640,467,754,1
DB00697,MESH:D009128,467,573,1
DB00698,MESH:D003556,468,267,1
DB00698,MESH:D014552,468,856,1
DB00700,MESH:D006973,469,451,1
DB00700,MESH:D006333,469,397,1
DB00703,MESH:D005902,470,380,1
DB00703,MESH:D015812,470,925,1
DB00704,MESH:D000437,471,99,1
DB00704,MESH:D009765,471,608,1
DB00704,MESH:D009293,471,588,1
DB00705,MESH:D015658,472,920,1
DB00706,MESH:D011470,473,688,1
DB00706,MESH:D001748,473,165,1
DB00706,MESH:D014514,473,851,1
DB00707,MESH:D004938,474,347,1
DB00707,MESH:D001471,474,154,1
DB00708,MESH:D059787,475,1158,1
DB00708,MESH:D018710,475,998,1
DB00709,MESH:D019694,476,1022,1
DB00709,MESH:D015658,476,920,1
DB00710,MESH:C000601,477,3,1
DB00710,MESH:D010024,477,627,1
DB00712,MESH:D013167,478,777,1
DB00712,MESH:D004412,478,311,1
DB00712,MESH:D010003,478,622,1
DB00712,MESH:D001172,478,137,1
DB00713,MESH:D055499,479,1128,1
DB00713,MESH:D011014,479,668,1
DB00713,MESH:D013203,479,780,1
DB00713,MESH:D018461,479,993,1
DB00713,MESH:D013530,479,796,1
DB00715,MESH:D000073,480,71,1
DB00715,MESH:D043183,480,1082,1
DB00715,MESH:D003865,480,277,1
DB00715,MESH:D009771,480,609,1
DB00715,MESH:D016584,480,943,1
DB00715,MESH:D013313,480,790,1
DB00715,MESH:D061686,480,1163,1
DB00715,MESH:D065446,480,1177,1
DB00715,MESH:D000072,480,70,1
DB00716,MESH:D001249,481,142,1
DB00717,MESH:D004715,482,325,1
DB00717,MESH:D015663,482,921,1
DB00717,MESH:C537436,482,40,1
DB00718,MESH:D019694,483,1022,1
DB00720,MESH:C000601,484,3,1
DB00722,MESH:D064646,485,1172,1
DB00722,MESH:D006333,485,397,1
DB00722,MESH:D003928,485,291,1
DB00722,MESH:D006973,485,451,1
DB00722,MESH:D008881,485,561,1
DB00724,MESH:D003218,486,242,1
DB00724,MESH:D006561,486,420,1
DB00724,MESH:D008976,486,562,1
DB00724,MESH:D002280,486,198,1
DB00725,MESH:D003371,487,255,1
DB00726,MESH:D000341,488,95,1
DB00726,MESH:D007319,488,478,1
DB00726,MESH:D053206,488,1110,1
DB00727,MESH:D000787,489,119,1
DB00727,MESH:D005401,489,363,1
DB00727,MESH:D006333,489,397,1
DB00727,MESH:D003329,489,254,1
DB00727,MESH:D008309,489,540,1
DB00727,MESH:D015155,489,893,1
DB00731,MESH:D003924,490,290,1
DB00733,MESH:D020258,491,1038,1
DB00734,MESH:D001714,492,162,1
DB00734,MESH:D007508,492,483,1
DB00734,MESH:D012559,492,750,1
DB00734,MESH:D011618,492,700,1
DB00735,MESH:D014008,493,826,1
DB00736,MESH:D016481,494,938,1
DB00736,MESH:D005764,494,371,1
DB00736,MESH:D006356,494,399,1
DB00736,MESH:D015043,494,891,1
DB00737,MESH:D009041,495,563,1
DB00737,MESH:D014717,495,870,1
DB00738,MESH:D011020,496,670,1
DB00738,MESH:D014352,496,843,1
DB00740,MESH:D000690,497,110,1
DB00741,MESH:D015210,498,895,1
DB00741,MESH:D065631,498,1178,1
DB00741,MESH:D003320,498,251,1
DB00741,MESH:D013167,498,777,1
DB00741,MESH:D011015,498,669,1
DB00741,MESH:D001249,498,142,1
DB00741,MESH:D003876,498,283,1
DB00741,MESH:D001607,498,159,1
DB00741,MESH:D003874,498,282,1
DB00741,MESH:D002825,498,227,1
DB00741,MESH:D002833,498,228,1
DB00741,MESH:D000312,498,94,1
DB00741,MESH:D005199,498,355,1
DB00741,MESH:D007634,498,486,1
DB00741,MESH:D003424,498,257,1
DB00741,MESH:D003873,498,281,1
DB00741,MESH:D003877,498,284,1
DB00741,MESH:D003882,498,286,1
DB00741,MESH:D012871,498,768,1
DB00741,MESH:D063926,498,1168,1
DB00741,MESH:D013716,498,805,1
DB00741,MESH:D012010,498,719,1
DB00741,MESH:D006560,498,419,1
DB00741,MESH:D016553,498,941,1
DB00741,MESH:D015863,498,929,1
DB00741,MESH:D007500,498,482,1
DB00741,MESH:D007938,498,511,1
DB00741,MESH:D011657,498,706,1
DB00741,MESH:D008223,498,531,1
DB00741,MESH:D009182,498,578,1
DB00741,MESH:D009879,498,616,1
DB00741,MESH:D009902,498,617,1
DB00741,MESH:D010392,498,649,1
DB00741,MESH:D000224,498,88,1
DB00741,MESH:D011507,498,691,1
DB00741,MESH:D015535,498,916,1
DB00741,MESH:D012214,498,729,1
DB00741,MESH:D001172,498,137,1
DB00741,MESH:D001171,498,136,1
DB00741,MESH:D013921,498,813,1
DB00741,MESH:D012713,498,755,1
DB00741,MESH:D013262,498,783,1
DB00741,MESH:D013585,498,798,1
DB00741,MESH:D008180,498,527,1
DB00741,MESH:D014235,498,839,1
DB00741,MESH:D014390,498,845,1
DB00741,MESH:D003093,498,237,1
DB00741,MESH:D000743,498,113,1
DB00741,MESH:D013968,498,822,1
DB00741,MESH:D004892,498,341,1
DB00741,MESH:D006563,498,422,1
DB00742,MESH:D058186,499,1144,1
DB00742,MESH:D001929,499,177,1
DB00742,MESH:D010211,499,637,1
DB00743,MESH:C566836,500,57,1
DB00744,MESH:D001249,501,142,1
DB00744,MESH:D000080,501,77,1
DB00745,MESH:D001289,502,147,1
DB00745,MESH:D005221,502,357,1
DB00745,MESH:D003865,502,277,1
DB00745,MESH:D009290,502,587,1
DB00745,MESH:D020181,502,1033,1
DB00745,MESH:D020178,502,1032,1
DB00746,MESH:D019190,503,1013,1
DB00747,MESH:D009041,504,563,1
DB00747,MESH:D020250,504,1036,1
DB00748,MESH:D006967,505,450,1
DB00748,MESH:D065631,505,1178,1
DB00748,MESH:D000707,505,111,1
DB00748,MESH:D000799,505,123,1
DB00748,MESH:D014581,505,858,1
DB00748,MESH:D012223,505,732,1
DB00748,MESH:C536612,505,30,1
DB00749,MESH:D001171,506,136,1
DB00749,MESH:D010003,506,622,1
DB00749,MESH:D059787,506,1158,1
DB00749,MESH:D001172,506,137,1
DB00752,MESH:D003863,507,276,1
DB00754,MESH:D012640,508,754,1
DB00755,MESH:D000152,509,84,1
DB00755,MESH:D015595,509,917,1
DB00755,MESH:C535959,509,27,1
DB00755,MESH:C537692,509,41,1
DB00756,MESH:D001424,510,151,1
DB00757,MESH:D014839,511,876,1
DB00757,MESH:D020250,511,1036,1
DB00758,MESH:D054058,512,1112,1
DB00758,MESH:D064646,512,1172,1
DB00758,MESH:D000069,512,67,1
DB00759,MESH:D000151,513,83,1
DB00759,MESH:D012393,513,736,1
DB00759,MESH:D000196,513,86,1
DB00759,MESH:D000881,513,128,1
DB00759,MESH:D016481,513,938,1
DB00759,MESH:D001424,513,151,1
DB00759,MESH:D001474,513,155,1
DB00759,MESH:D002006,513,182,1
DB00759,MESH:D002602,513,215,1
DB00759,MESH:D002690,513,219,1
DB00759,MESH:D002771,513,223,1
DB00759,MESH:D003235,513,246,1
DB00759,MESH:D000562,513,106,1
DB00759,MESH:D004927,513,344,1
DB00759,MESH:D006100,513,388,1
DB00759,MESH:D002169,513,192,1
DB00759,MESH:D001442,513,152,1
DB00759,MESH:D007710,513,492,1
DB00759,MESH:D008088,513,518,1
DB00759,MESH:D008219,513,530,1
DB00759,MESH:D005892,513,379,1
DB00759,MESH:D006069,513,384,1
DB00759,MESH:D009956,513,619,1
DB00759,MESH:D010930,513,665,1
DB00759,MESH:D011778,513,711,1
DB00759,MESH:D012061,513,720,1
DB00759,MESH:D000073,513,71,1
DB00759,MESH:D012373,513,735,1
DB00759,MESH:D004405,513,310,1
DB00759,MESH:D017192,513,968,1
DB00759,MESH:D013207,513,781,1
DB00759,MESH:D013587,513,799,1
DB00759,MESH:D014141,513,835,1
DB00759,MESH:D014406,513,848,1
DB00759,MESH:D014438,513,850,1
DB00759,MESH:D014552,513,856,1
DB00759,MESH:D015001,513,889,1
DB00759,MESH:D003015,513,233,1
DB00760,MESH:D001424,514,151,1
DB00760,MESH:D059413,514,1156,1
DB00760,MESH:D016920,514,958,1
DB00761,MESH:D007008,515,458,1
DB00762,MESH:D004938,516,347,1
DB00762,MESH:D012512,516,743,1
DB00762,MESH:D005909,516,381,1
DB00762,MESH:D002289,516,200,1
DB00762,MESH:D010190,516,635,1
DB00762,MESH:D013274,516,784,1
DB00762,MESH:D010051,516,630,1
DB00762,MESH:D012208,516,727,1
DB00762,MESH:D055752,516,1133,1
DB00763,MESH:D006111,517,390,1
DB00763,MESH:D006980,517,454,1
DB00765,MESH:D010673,518,661,1
DB00766,MESH:D001424,519,151,1
DB00766,MESH:D006483,519,410,1
DB00766,MESH:D059413,519,1156,1
DB00766,MESH:D010033,519,629,1
DB00766,MESH:D012852,519,766,1
DB00766,MESH:D017192,519,968,1
DB00766,MESH:D014552,519,856,1
DB00768,MESH:D006255,520,392,1
DB00770,MESH:D007172,521,470,1
DB00770,MESH:D004374,521,302,1
DB00770,MESH:D011928,521,716,1
DB00771,MESH:D043183,522,1082,1
DB00771,MESH:D010437,522,652,1
DB00771,MESH:D004761,522,328,1
DB00772,MESH:D010374,523,647,1
DB00773,MESH:D054198,524,1116,1
DB00773,MESH:C080085,524,13,1
DB00773,MESH:D012512,524,743,1
DB00773,MESH:D031901,524,1075,1
DB00773,MESH:D015470,524,910,1
DB00773,MESH:D002289,524,200,1
DB00773,MESH:D015266,524,899,1
DB00773,MESH:D009101,524,568,1
DB00773,MESH:D009447,524,601,1
DB00773,MESH:D018358,524,991,1
DB00773,MESH:D008228,524,533,1
DB00773,MESH:D010051,524,630,1
DB00773,MESH:D011471,524,689,1
DB00773,MESH:D012175,524,726,1
DB00773,MESH:D012516,524,746,1
DB00773,MESH:D055752,524,1133,1
DB00773,MESH:D009396,524,595,1
DB00774,MESH:D004487,525,315,1
DB00774,MESH:D006973,525,451,1
DB00775,MESH:D064646,526,1172,1
DB00776,MESH:D012640,527,754,1
DB00780,MESH:D003863,528,276,1
DB00780,MESH:D003866,528,278,1
DB00780,MESH:D001714,528,162,1
DB00781,MESH:D001424,529,151,1
DB00781,MESH:D009877,529,614,1
DB00781,MESH:D008583,529,551,1
DB00781,MESH:D016920,529,958,1
DB00781,MESH:D014552,529,856,1
DB00781,MESH:D015818,529,927,1
DB00782,MESH:D010437,530,652,1
DB00783,MESH:D059268,531,1152,1
DB00783,MESH:D001943,531,179,1
DB00783,MESH:C562567,531,49,1
DB00783,MESH:D007724,531,493,1
DB00783,MESH:D015663,531,921,1
DB00783,MESH:D008594,531,553,1
DB00783,MESH:D011471,531,689,1
DB00783,MESH:D010052,531,631,1
DB00783,MESH:C537436,531,40,1
DB00784,MESH:D004412,532,311,1
DB00787,MESH:D020330,533,1049,1
DB00787,MESH:D002644,533,217,1
DB00787,MESH:D020803,533,1060,1
DB00787,MESH:D006561,533,420,1
DB00787,MESH:D006562,533,421,1
DB00787,MESH:D013283,533,788,1
